,CODE,SCHOOL_NAME,CLUSTER,CLUSTER_NAME,GRADES,TYPE_1,ZONE_1,WEB_LINK,SHORT_ADDR,CITY,ZIP,PHONE,METRO_DIST,LONGITUDE,LATITUDE,CLUSTER_GEO,ADDRESS,SCHOOL_TYPE,TOTAL_ENROLLMENT,YEARS
14,120,Jere Baxter Middle School,550,MAPLEWOOD,6-8,DISTRICT,ZONE SCHOOL,https://jerebaxter.mnps.org/,350 Hart Ln,Nashville,37207,615-262-6710,5,-86.7506207486355,36.2189447138057,MAPLEWOOD,"350 Hart Ln, Nashville, TN-37207",Middle School,433,21-22
15,120,Jere Baxter Middle School,550,MAPLEWOOD,6-8,DISTRICT,ZONE SCHOOL,https://jerebaxter.mnps.org/,350 Hart Ln,Nashville,37207,615-262-6710,5,-86.7506207486355,36.2189447138057,MAPLEWOOD,"350 Hart Ln, Nashville, TN-37207",Middle School,437,22-23
16,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,339,07-08
17,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,315,08-09
18,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,295,09-10
19,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,303,10-11
20,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,282,11-12
21,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,313,12-13
22,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,339,13-14
23,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,376,14-15
24,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,388,15-16
25,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,378,16-17
26,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,340,17-18
27,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,355,18-19
28,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,328,19-20
29,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,289,20-21
30,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,393,21-22
31,200,Chadwell Elementary School,550,MAPLEWOOD,PK-5,DISTRICT,ZONE SCHOOL,https://chadwell.mnps.org/,321 Port Dr,Madison,37115,615-860-1459,3,-86.7416761238248,36.2563770768321,MAPLEWOOD,"321 Port Dr, Madison, TN-37115",Elementary School,411,22-23
32,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,549,07-08
33,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,565,08-09
34,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,596,09-10
35,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,674,10-11
36,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,703,11-12
37,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,620,12-13
38,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,677,13-14
39,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,666,14-15
40,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,618,15-16
41,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,590,16-17
42,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,501,17-18
43,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,503,18-19
44,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,495,19-20
45,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,454,20-21
46,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,431,21-22
47,710,Stratton Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://stratton.mnps.org/,310 Old Hickory Blvd W,Madison,37115,615-860-1486,3,-86.7176873519881,36.2656095278249,HUNTERS LANE,"310 Old Hickory Blvd W, Madison, TN-37115",Elementary School,485,22-23
48,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,365,09-10
49,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,672,10-11
50,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,797,11-12
51,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,769,12-13
52,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,744,13-14
53,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,700,14-15
54,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,626,15-16
55,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,568,16-17
56,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,593,17-18
57,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,554,18-19
58,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,564,19-20
59,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,585,20-21
60,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,577,21-22
61,545,Madison Middle School,452,HUNTERS LANE,6-8,DISTRICT,ZONE SCHOOL,https://madisonmiddle.mnps.org/,300 Old Hickory Blvd,Madison,37115,615-687-4018,3,-86.7164523943922,36.264548385067,HUNTERS LANE,"300 Old Hickory Blvd, Madison, TN-37115",Middle School,386,22-23
62,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,1004,07-08
63,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,980,08-09
64,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,1044,09-10
65,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,987,10-11
66,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,909,11-12
67,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,861,12-13
68,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,916,13-14
69,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,963,14-15
70,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,953,15-16
71,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,940,16-17
72,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,820,17-18
73,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,768,18-19
74,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,737,19-20
75,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,711,20-21
76,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,649,21-22
77,550,Maplewood High School,550,MAPLEWOOD,9-12,DISTRICT,ZONE SCHOOL,https://maplewood.mnps.org/,401 Walton Ln,Nashville,37216,615-262-6770,5,-86.7504720210464,36.2328187526397,MAPLEWOOD,"401 Walton Ln, Nashville, TN-37216",High School,716,22-23
78,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Non-Traditional,95,11-12
79,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,187,12-13
80,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,298,13-14
81,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,399,14-15
82,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,438,15-16
83,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,453,16-17
84,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,444,17-18
85,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,436,18-19
86,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,421,19-20
87,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,446,20-21
88,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,376,21-22
89,517,Liberty Collegiate Academy,550,MAPLEWOOD,5-8,CHARTER,NOT ZONE SCHOOL,https://www.republiccharterschools.org/,3515 Gallatin Rd,Nashville,37216,615-564-1965,7,-86.732492171635,36.2121099772905,MAPLEWOOD,"3515 Gallatin Rd, Nashville, TN-37216",Charter,311,22-23
